id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
338,SHi 109 đk 2012,210.000.000 đ,101.46 tr,119.11 tr,"Phường 16, Quận 4, Tp Hồ Chí Minh","Nhà chật bán bớt xe đang sử dụng tốt 
Máy móc nghiêm chỉnh chưa rớt đầu 
Sang tên uỷ quyền vô tư",Honda,SH,2012,12000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/123677734.htm,2025-11-28 15:50:25,210.0,117.3364,1,Giá CAO bất thường. AI dự đoán: 117.34 tr. (Cao hơn 79%)
347,xe Wave,13.000.000 đ,6.93 tr,8.14 tr,"Phường 16, Quận 4, Tp Hồ Chí Minh",Xe đang đi BS 10 nút 🙂 chính chủ ký giây ủy quên mua bán đều được......,Honda,Wave,2006,49,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/123601266.htm,2025-11-28 15:50:25,13.0,7.3418016,1,Giá CAO bất thường. AI dự đoán: 7.34 tr. (Cao hơn 77%)
363,Bán xe Future Neo,29.000.000 đ,27.04 tr,31.74 tr,"Phường 2, Quận 4, Tp Hồ Chí Minh","Bán xe Future Neo đời đầu , không có phun xăng điện tử, xe chưa qua sữa chữa nguyên zin 100%, xe chính chủ biển số Thành phố",Honda,Future,2008,100000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/123396588.htm,2025-11-28 15:50:25,29.0,14.916357,1,Giá CAO bất thường. AI dự đoán: 14.92 tr. (Cao hơn 94%)
366,MUA BÁN TRAO ĐỔI TẤT CẢ XE MÁY,1.234.567 đ,10.12 tr,11.88 tr,"Phường 6, Quận 4, Tp Hồ Chí Minh","✅ Shop E Còn Rất Nhiều Dòng Xe Máy SH125i - SH150i - SH300i - SH350i Đây Ạ
------------------🩸🩸🩸--------------------
 Shop E Còn Nhiều Xe Dòng SH Tất Cả Các Đời Cho ACE Thoải Mái Chọn Lựa
#Mua_Bán_Trao_Đổi_Tất_Cả_Xe_Máy_SH
Bên E Chuyên Mua Bán DòngSH150i- 125-300i-350i / Xe Nhập Ý Và Mẫu Ý Các Đời 
ACE Có Nhu Cầu Mua Bán Liên Hệ E Nhé
 ______________________
🔴 Hỗ Trợ Trả Gop Cho ACE Toàn Quốc 
MUA BÁN TRAO ĐỔI TẤT CẢ XE MÁY SH
☎️☎️☎️ ***
✅ Địa Chỉ : Lô K10 Cư Xá Vĩnh Hội P6 Q4",Honda,Dòng khác,2012,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/123360424.htm,2025-11-28 15:50:25,1.234567,10.767156,1,Giá RẺ bất thường. AI dự đoán: 10.77 tr. (Thấp hơn 89%)
370,wave A chính chủ bstp,13.500.000 đ,6.93 tr,8.14 tr,"Phường 3, Quận 4, Tp Hồ Chí Minh",xe up thắng đĩa fu tấc cả đồ zin ko lai. đèn ziphat . nhà dư bán bớt đang đi bình fu trái 110 máy khô ráo dọt . cnđ rcb bao cứng . ae thiện chí alo chỉ bớt cafe thôi mấy a trả nhìu xin tha e,Honda,Wave,2006,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/123330205.htm,2025-11-28 15:50:25,13.5,7.6069126,1,Giá CAO bất thường. AI dự đoán: 7.61 tr. (Cao hơn 77%)
393,Xe nhà cần bán,163.000.000 đ,,,"Phường 6, Quận 4, Tp Hồ Chí Minh",Cần ra di xe như trên bao thợ test. Xe chủ yếu di cafe. .. cuối tuần. Miễn tiếp lái. Xem xe tai q4.... để tránh tg khách muốn mua. Xe kg bán. Dưới 160 tr. Xin cảm ơn,Kawasaki,Vulcan,2022,3450,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/123171644.htm,2025-11-28 15:50:25,163.0,85.669365,1,Giá CAO bất thường. AI dự đoán: 85.67 tr. (Cao hơn 90%)
403,gia đình cần bán con xe sh ý 2011 đầu số máy 108,180.000.000 đ,111.87 tr,131.33 tr,"Phường 1, Quận 4, Tp Hồ Chí Minh",Xe Đan chạy cần bán sh ý 2011 đầu số máy 108 tính trạng rin máy rin xe công chứng uy hây mua bán điều dc,Honda,SH,2011,22000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-4-tp-ho-chi-minh/117588998.htm,2025-11-28 15:50:25,180.0,91.05762,1,Giá CAO bất thường. AI dự đoán: 91.06 tr. (Cao hơn 98%)
405,Xe người dùng lên nhiều đồ chơi kiểng lông lanh,55.000.008 đ,51.29 tr,60.21 tr,"Phường 4, Quận 5, Tp Hồ Chí Minh","Xe chất kiểng lông lanh bao check
- Lên full ốc titan
- Cặp côn đồ chơi
- Hốc gió titan + Bình dầu CNC
- Pô ak bao nổ
- Full xi nhan led
- Chống đỗ pkl
- Chống đứng
- Cảng sau
- Dè sau chắn bùn + Lưới tản nhiệt CNC
- Cùm công tắc
- Cặp đèn led trợ sáng
- Mão thailand + Cảng trước
- Pard điện thoại sạc không dây
- Ghi đông + Gương gù
…..v..vv Bao tex miễn tiếp cò lái nhé giùm",Yamaha,MT,2019,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124791312.htm,2025-11-28 15:50:25,55.000008,24.867285,1,Giá CAO bất thường. AI dự đoán: 24.87 tr. (Cao hơn 121%)
407,Honda Steed 400cc giò gà HQCN chính chủ bssg,123.000.000 đ,113.16 tr,132.84 tr,"Phường 11, Quận 5, Tp Hồ Chí Minh","Mình cần tìm chủ mới cho em Steed 400cc giò gà nhiều chi tiết Chrome siêu keng đã lên rất nhiều đồ chơi. 

Xe chính chủ bssg, sang tên toàn quốc.

Xe máy zin tình trạng rất tốt, chủ chăm rất kĩ. Có lịch sử bảo dưỡng tại Garage Sang Turbo nổi tiếng và đã thay rất nhiều đồ mới và lốp mới. đi xa đi gần êm ái dễ chơi không hỏng vặt. Lên ga rất nhẹ. Âm thanh uy lực.

Rất thích hợp cho các anh em vừa bước chân vào chơi xe pkl và thích dáng classic đi ngoài phố không ai không nhìn. 

Xe mua về không cần làm gì nữa vì mình đã thay gần như hết rồi. Anh em xem list hình ảnh đã làm tại garage thì đủ biết chủ chịu chi như thế nào và đồ đạc của em steed này mới như thế nào. 

Thà lấy một em biết rõ nguồn gốc chứ đừng ham rẻ mang về tiền sửa còn nhiều hơn tiền xe mà còn không được như ý nha anh em. 

Anh em thích dòng classic, máy bền, bảo dưỡng siêu rẻ, rõ lai lịch nguồn gốc đập thùng chứ không phải xe hải quan thanh lí mà còn được kỹ sư độ đẹp như vậy thì đừng nên bỏ lỡ. *** 1 em trên thị trường.

List đồ chơi:
- Đèn sao Indian 3tr/ cặp
- Phuộc Cb650 bao êm (còn giữ phuộc zin Steed mới tinh theo xe, em tặng luôn)
- Ghi đông T-bar
- Lọc gió đồ chơi thoáng máy
- Quạt gió két nước sport bike ymh R6 bao mạnh và mát xe
- Chống đổ harley
- Yên đôi harley (còn yên solo Bobber cho ae thích đi 1 mình)
- Gác chân dài
- Dè chắn nước Rizona

Nội cặp giò gà đúng zin Steed ae mua riêng để gắn xe khác cũng hết 20tr.

Hỗ trợ quẹt trả góp cho ae đam mê luôn nhé.

Liên hệ em để xem xe tại Tphcm Q.5",Honda,Shadow,1996,61000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124472152.htm,2025-11-28 15:50:25,123.0,64.80938,1,Giá CAO bất thường. AI dự đoán: 64.81 tr. (Cao hơn 90%)
408,Honda sh ý Đklđ 2020,285.000.000 đ,65.71 tr,77.13 tr,"Phường 4, Quận 5, Tp Hồ Chí Minh","Xe nhà sử dụng, Đklđ 2020,odo vài ngàn không có gì mô tả.Anh chị xem xe tại địa chỉ:288 An Dương Vương P4, Q5.",Honda,SH,2020,9000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124829233.htm,2025-11-28 15:50:25,285.0,71.84371,1,Giá CAO bất thường. AI dự đoán: 71.84 tr. (Cao hơn 297%)
409,ZOOMER X11O HQCN NEW ZIN 99%,95.000.000 đ,33.65 tr,39.5 tr,"Phường 6, Quận 5, Tp Hồ Chí Minh","✅ ZOOMER x 110i HQCN . Xe chính chủ 1 đời do mình đứng tên . Máy móc êm ái thì thầm . Ký giấy mua bán nhanh lẹ 
✅ ODO 6000 km hơn tí . 2 kiếng chiếu hậu . DK T11-2019 . QUAY CÔNG TƠ MÉT TẶNG XE 
✅ XE CHỦ YẾU CAPE DẠO PHỐ . KIẾM 1 CHIẾC ĐẸP NHƯ VẬY GIỜ HƠI HIẾM NHA AE . GDTT TẠI NHÀ 
✅ Xe new 100% giờ tầm 150tr mà ko có xe . Giờ hết sản xuất dòng này luôn 
✅ Xe này ko mua thì mua xe nào nữa 
🏦 Home : 1098 võ văn kiệt p6 q5 . Quán cape napoli
📞 ***THÀNH 20T 
🔈GIÁ : 9X.000.000 ( X NHỎ CHO AE ƯU TIÊN MUA VỀ CHẠY )
🔥🔥🔥🔥🔥🔥ae up cuối bán được xe tặng 500k 
🔥🔥🔥🔥🔥🔥 Ae giới thiệu bán được xe gửi ae 2tr tiền cape",Honda,Dòng khác,2019,6000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/125122582.htm,2025-11-28 15:50:25,95.0,38.55937,1,Giá CAO bất thường. AI dự đoán: 38.56 tr. (Cao hơn 146%)
412,Xe chính chủ đẹp lông lanh,56.000.000 đ,43.65 tr,51.24 tr,"Phường 4, Quận 5, Tp Hồ Chí Minh","Xe chất kiểng lông lanh bao check
- Lên full ốc titan
- Cặp côn đồ chơi
- Hốc gió titan + Bình dầu CNC
- Pô ak bao nổ
- Full xi nhan led
- Chống đỗ pkl
- Chống đứng
- Cảng sau
- Dè sau chắn bùn + Lưới tản nhiệt CNC
- Cùm công tắc
- Cặp đèn led trợ sáng
- Mão thailand + Cảng trước
- Pard điện thoại sạc không dây
- Ghi đông + Gương gù
…..v..vv Bao tex miễn tiếp cò lái nhé giùm",Yamaha,MT,2020,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/125051353.htm,2025-11-28 15:50:25,56.0,25.019531,1,Giá CAO bất thường. AI dự đoán: 25.02 tr. (Cao hơn 124%)
418,Honda cub 50cc bản kỷ niệm 50 năm siêu hiếm.,50.000.000 đ,6.36 tr,7.47 tr,"Phường 1, Quận 5, Tp Hồ Chí Minh","Cần chia sẻ cho ae hàng sưu tầm phiên bản kỷ niệm 50 năm, xe mua đấu giá tại Nhật, mới 95%, chìa khóa, kiếng theo xe còn đầy đủ, nước sơn và dàn đồng còn cực đẹp. Ae vui lòng đọc kỹ để kg phải hỏi về giấy tờ nghe. Cám ơn ae đã quan tâm!",Honda,Cub,2008,123,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124408833.htm,2025-11-28 15:50:25,50.0,10.393785,1,Giá CAO bất thường. AI dự đoán: 10.39 tr. (Cao hơn 381%)
420,Cần Bán SH ý Đầu 110 Đăng ký cuối 2013,215.000.000 đ,44.98 tr,52.8 tr,"Phường 3, Quận 5, Tp Hồ Chí Minh","Em cần bán SH ý 
Đầu 110 Gần cuối đời Sh 
xe đẹp máy zin chưa rớt đầu ( bs tam hoa đep bao ký uỷ quyền sang tên nhanh gọn )
Ae cần liên hệ em nhé",Honda,SH,2013,12000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124667470.htm,2025-11-28 15:50:25,215.0,61.72799,1,Giá CAO bất thường. AI dự đoán: 61.73 tr. (Cao hơn 248%)
424,Bán xe wave zx đúng đời 2005 chính chủ,25.500.000 đ,10.68 tr,12.54 tr,"Phường 7, Quận 5, Tp Hồ Chí Minh","Bán xe wave zx đúng đời 2005
Xe dọn zin 
Đầu nồi chưa rớt sườn lóc zin
Hình sao xe vậy.",Honda,Wave,2005,99999,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124621987.htm,2025-11-28 15:50:25,25.5,8.239928,1,Giá CAO bất thường. AI dự đoán: 8.24 tr. (Cao hơn 209%)
427,Cần Bán Xe PCX Độc Nhất Vô Nhị,35.000.000 đ,16.03 tr,18.82 tr,"Phường 4, Quận 5, Tp Hồ Chí Minh","Xe chính chủ
Honda Pcx125 sine 2011
Độ body Japan style
Kéo dài gắp sau hạ lùn xe",Honda,PCX,2011,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124454243.htm,2025-11-28 15:50:25,35.0,17.569054,1,Giá CAO bất thường. AI dự đoán: 17.57 tr. (Cao hơn 99%)
438,Xe Vespa,32.000.000 đ,22.27 tr,26.15 tr,"Phường 5, Quận 5, Tp Hồ Chí Minh","Biển số Thành Phố: 59D1 - 80920.Xe giấy tờ đầy đủ 
Chính Chủ: 30.000KM.Xe máy zin êm chạy ngon - không ra khói - không hú láp,sạch sẽ không nhớt nhao. Xe dọn mới full new,có chụp hình anh chị xem kỉ dùm em. Chủ xe đi kỉ thay nhớt vệ sinh định kì.",Piaggio,Vespa,2015,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/124122877.htm,2025-11-28 15:50:25,32.0,16.802977,1,Giá CAO bất thường. AI dự đoán: 16.80 tr. (Cao hơn 90%)
444,Honda sh ý đk 2020,285.000.000 đ,65.71 tr,77.13 tr,"Phường 4, Quận 5, Tp Hồ Chí Minh","Xe Đklđ 2020 ,sm 106,odo 9k như mới không có gì mô tả.Anh chị xem xe tại đc:288 An Dương Vương P4, Q5 Tp HCM",Honda,SH,2020,9000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123515931.htm,2025-11-28 15:50:25,285.0,71.84371,1,Giá CAO bất thường. AI dự đoán: 71.84 tr. (Cao hơn 297%)
445,xe Medley 125cc ABS,50.000.000 đ,54.28 tr,63.72 tr,"Phường 5, Quận 5, Tp Hồ Chí Minh","Cần ra đi em ấy. Xe đã hết bảo hành. Tuy nhiên,bảo trì bảo dưỡng đầy đủ. Xe hoạt động êm ái như xe điện. Thích hợp với các bạn nam thích đi phượt, chạy đường trường rất okla. Cốp đựng đồ rộng rãi như xe Lead, tha hồ đựng đồ. Xin ưu tiên cho người cần mua làm phương tiện đi lại. Miễn tiếp đại lý. Cảm ơn",Piaggio,Medley,2021,34800,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123488204.htm,2025-11-28 15:50:25,50.0,26.96981,1,Giá CAO bất thường. AI dự đoán: 26.97 tr. (Cao hơn 85%)
446,Honda sh ý 2012,215.000.000 đ,101.46 tr,119.11 tr,"Phường 4, Quận 5, Tp Hồ Chí Minh","Xe đẹp,sm 109,odo thấp, nhà sử dụng kỹ.A/c xem xe trực tiếp tại đc:288 An Dương Vương P4, Q5.",Honda,SH,2012,29000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/102283200.htm,2025-11-28 15:50:25,215.0,97.379684,1,Giá CAO bất thường. AI dự đoán: 97.38 tr. (Cao hơn 121%)
459,Lên đời sang nhượng shi nhập Ý nguyên zin,145.000.000 đ,,,"Phường 5, Quận 5, Tp Hồ Chí Minh","Lên đời cần bán SH Ý 
- Đời 2010
- Máy 105
- Máy móc nguyên zin 
- Màu đen
- Bảo dưỡng kĩ 
- Chính chủ bán 
+ Giá công khai :145 Tr 
- Liên hệ xem xe : *** 
***",,,2010,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123506348.htm,2025-11-28 15:50:25,145.0,5.526173,1,Giá CAO bất thường. AI dự đoán: 5.53 tr. (Cao hơn 2524%)
463,Xe wave bé + Xe cũ bán gấp,1.000.000 đ,11.52 tr,13.52 tr,"Phường 10, Quận 5, Tp Hồ Chí Minh","Cần bán xe wave bé, xe đã sử dụng, lợi xăng",Honda,Wave,2004,100000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123626451.htm,2025-11-28 15:50:25,1.0,7.363634,1,Giá RẺ bất thường. AI dự đoán: 7.36 tr. (Thấp hơn 86%)
467,COSA LX 125 VESPA THẮNG DẦU (như xe hơi) ĐỘNG CƠ 2,31.000.000 đ,,,"Phường 1, Quận 5, Tp Hồ Chí Minh",COSA LX 125 VESPA THẮNG DẦU (như xe hơi) ĐỘNG CƠ 2. HÀNG CHÂU ÂU NHẬP NGUYÊN CON NĂM 2000 PMD. THÙNG XĂNG BÁO XĂNG ĐIỆN CÒN ĐẸP. ỨC NHỰA NGUYÊN CHƯA THAY. KEM BAGA GIVI MADE IN Ý CÓ GẮN THÙNG. XE THÌ KHÔNG TẢ HẾT Ý CHỊU GIÁ XEM XE XUỐNG LÚA ĐONG LÚA.,Piaggio,Dòng khác,1998,99999,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123558238.htm,2025-11-28 15:50:25,31.0,15.675253,1,Giá CAO bất thường. AI dự đoán: 15.68 tr. (Cao hơn 98%)
476,solutetháiđùm cncex135 căm trc novacămsaucămthường,550.000.000 đ,23.55 tr,27.65 tr,"Phường 2, Quận 5, Tp Hồ Chí Minh",Em còn cặp bánh solute rim made in thailand đùm cnc của ex 135 căm trc nova zin xịn căm sau căm thường bay gấp cứu chủ 550k,Yamaha,Exciter,2025,2,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123497879.htm,2025-11-28 15:50:25,550.0,27.672771,1,Giá CAO bất thường. AI dự đoán: 27.67 tr. (Cao hơn 1888%)
490,HONDA WAVE BIEN SO VIP TU QUY 8888 HANG SUU TAM,59.000.000 đ,11.52 tr,13.52 tr,"Phường 10, Quận 5, Tp Hồ Chí Minh","Siêu phẩm Honda wave nhỏ dáng đẹp Huyền thoại mang biển Phát tài Phát lộc siêu đẹp tứ Quý 8888 máy êm như xe điện , mình sườn sơn zin đẹp máy zin chuẩn tê tái. Xe chuẩn pháp lý số khung số máy zin chuẩn nhà sản xuất . Em chia sẽ đam mê cho ae . Chạy là phê chơi đúng chất đam mê sưu tầm. Mang lại nhiều sự may mắn. Ae có Đam mê có duyên xin alo trực tiếp. Cảm ơn chợ tốt đã đăng tin.",Honda,Wave,2004,123456,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/120545434.htm,2025-11-28 15:50:25,59.0,11.513739,1,Giá CAO bất thường. AI dự đoán: 11.51 tr. (Cao hơn 412%)
492,REBEL 300 nhập Thái lan Đăng ký tháng 4/2018 (chạy,80.000 đ,5.95 tr,6.98 tr,"Phường 11, Quận 5, Tp Hồ Chí Minh",REBEL 300 nhập Thái lan Đăng ký tháng 4/2018 (chạy 5 ngàn cây số) anh mình cần bán vui lòng lh sđt ***,Hãng khác,Dòng khác,2018,5000,Đã sử dụng,Tay côn/Moto,Không biết rõ,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/123289937.htm,2025-11-28 15:50:25,0.08,23.705326,1,Giá RẺ bất thường. AI dự đoán: 23.71 tr. (Thấp hơn 100%)
504,Cần bán xe,34.000.000 đ,25.66 tr,30.12 tr,"Phường 14, Quận 5, Tp Hồ Chí Minh","Xe không dọn .
Zin nguyên bản .
Chất xe còn đẹp.
2 kính .
2 chìa khóa. 
Theo xe",Honda,Future,2010,55555,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/119190352.htm,2025-11-28 15:50:25,34.0,18.197853,1,Giá CAO bất thường. AI dự đoán: 18.20 tr. (Cao hơn 87%)
507,xe nhập khẩu chính hãng. nguyên zin đang sử dụng.,100.000 đ,69.27 tr,81.32 tr,"Phường 7, Quận 5, Tp Hồ Chí Minh",Xe đang sử dụng. Cần tiền nên bán. Có nhu cầu thì liên hệ,Honda,SH,2021,23000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-5-tp-ho-chi-minh/117762507.htm,2025-11-28 15:50:25,0.1,55.275787,1,Giá RẺ bất thường. AI dự đoán: 55.28 tr. (Thấp hơn 100%)
510,53535 Chính chủ ký ủy quyền cho ae chơi thoải mái,123.456.789 đ,15.9 tr,18.67 tr,"Phường 11, Quận 6, Tp Hồ Chí Minh","Air Blade đk 2015 bstp 2 phím chính chủ ký ủy quyền cho ae chơi 
√ dàn áo đẹp long lanh 
√ ốc tán sáng trưng 
 Máy móc nguyên zin bao êm ( bao test) 
chìa khóa theo xe đủ 2 chìa",Honda,Air Blade,2015,25,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-6-tp-ho-chi-minh/124728928.htm,2025-11-28 15:50:25,123.456789,15.965952,1,Giá CAO bất thường. AI dự đoán: 15.97 tr. (Cao hơn 673%)
512,xipo 99 HQCN,225.000.000 đ,58.73 tr,68.95 tr,"Phường 9, Quận 6, Tp Hồ Chí Minh","Xipo 99 HQCN xe mới dọn đồ zin 90% 
Lòng lỗ zin pô zin
Áo zin sơn lại , đồng hồ zin
Điện lửa sạc IC zin ...vv",Suzuki,Sport / Xipo,1999,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-6-tp-ho-chi-minh/123786508.htm,2025-11-28 15:50:25,225.0,86.99417,1,Giá CAO bất thường. AI dự đoán: 86.99 tr. (Cao hơn 159%)
516,xe bán chính chủ,23.500.000 đ,11.52 tr,13.52 tr,"Phường 11, Quận 6, Tp Hồ Chí Minh","Em cần ra đi e nó 23tr500 bstp 9c kí uỷ quyền mua bán thoải mái

Máy zin chưa chẻ dọn sạch sẽ",Honda,Wave,2004,0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-6-tp-ho-chi-minh/125111352.htm,2025-11-28 15:50:25,23.5,10.560426,1,Giá CAO bất thường. AI dự đoán: 10.56 tr. (Cao hơn 123%)
525,Cần bán xe vespa chính chủ,33.000.000 đ,22.27 tr,26.15 tr,"Phường 10, Quận 6, Tp Hồ Chí Minh",Dư xe cần bán lại xe vespa đang chạy. Xe đẹp máy êm ai cần liên hệ xin cám ơn,Piaggio,Vespa,2015,23000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-6-tp-ho-chi-minh/125042093.htm,2025-11-28 15:50:25,33.0,18.649336,1,Giá CAO bất thường. AI dự đoán: 18.65 tr. (Cao hơn 77%)
